,TERZINA: Tiles Adapter board to Citiroc DAQ board connection map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUADRANT 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tiles Adapter board,,,,Citiroc DAQ board,,,,,,,Tiles Adapter board,,,,Citiroc DAQ board,,,,,,,Tiles Adapter board,,,,Citiroc DAQ board,,,
QUADRANT,TILE #,10TA.J# LSHM-130-02.5-L-DV-S reference,#pin of 10TA.J#,"Hierachical
signal
name",signal name,CB.J# LSHM-130-02.5-L-DV-S reference,#pin of CB.J#,signal name,GLOBAL ID,,QUADRANT,TILE #,10TA.J# LSHM-130-02.5-L-DV-S reference,#pin of 10TA.J#,"Hierachical
signal
name",signal name,CB.J# LSHM-130-02.5-L-DV-S reference,#pin of CB.J#,signal name,GLOBAL ID,,QUADRANT,TILE #,10TA.J# LSHM-130-02.5-L-DV-S reference,#pin of 10TA.J#,"Hierachical
signal
name",signal name,CB.J# LSHM-130-02.5-L-DV-S reference,#pin of CB.J#,signal name,GLOBAL ID
0,0,J30,1,A0_CH9,A0_CH9,J2,2,InA0,,,0,1,J32,1,A1_CH15,A1_CH15,J7,2,InC1,,,0,1,J34,1,A1_CH30,A1_CH30,J3,2,InC26,
0,0,J30,2,A0_CH2,A0_CH2,J2,1,InA3,,,0,1,J32,2,A1_CH5,A1_CH5,J7,1,InC2,,,0,1,J34,2,A1_CH20,A1_CH20,J3,1,InC28,
0,0,J30,3,A0_CH1,A0_CH1,J2,4,InA1,,,0,1,J32,3,A1_CH22,A1_CH22,J7,4,InC0,,,0,1,J34,3,A1_CH31,A1_CH31,J3,4,InC27,
0,0,J30,4,A0_CH3,A0_CH3,J2,3,InA5,,,0,1,J32,4,A1_CH12,A1_CH12,J7,3,InC3,,,0,1,J34,4,A1_CH21,A1_CH21,J3,3,InC29,
0,0,J30,5,A0_CH8,A0_CH8,J2,6,InA2,,,0,1,J32,5,A1_CH23,A1_CH23,J7,6,InC4,,,0,1,J34,5,A1_CH38,A1_CH38,J3,6,InD17,
0,0,J30,6,A0_CH10,A0_CH10,J2,5,InA4,,,0,1,J32,6,A1_CH13,A1_CH13,J7,5,InC6,,,0,1,J34,6,A1_CH28,A1_CH28,J3,5,InC30,
0,0,J30,7,A0_CH17,A0_CH17,J2,8,InA9,,,0,1,J32,7,A1_CH14,A1_CH14,J7,8,InC5,,,0,1,J34,7,A1_CH39,A1_CH39,J3,8,InD19,
0,0,J30,8,A0_CH11,A0_CH11,J2,7,InA6,,,0,1,J32,8,A1_CH4,A1_CH4,J7,7,InC7,,,0,1,J34,8,A1_CH29,A1_CH29,J3,7,InC31,
0,0,J30,9,A0_CH16,A0_CH16,J2,10,InA7,,,0,1,J32,9,A1_CH7,A1_CH7,J7,10,InC8,,,0,1,J34,9,A1_CH46,A1_CH46,J3,10,InD16,
0,0,J30,10,A0_CH18,A0_CH18,J2,9,InA8,,,0,1,J32,10,A1_CH57,A1_CH57,J7,9,InD0,,,0,1,J34,10,A1_CH36,A1_CH36,J3,9,InD21,
0,0,J30,11,A0_CH0,A0_CH0,J2,12,InA11,,,0,1,J32,11,A1_CH6,A1_CH6,J7,12,InC9,,,0,1,J34,11,A1_CH62,A1_CH62,J3,12,InD22,
0,0,J30,12,A0_CH19,A0_CH19,J2,11,InA10,,,0,1,J32,12,A1_CH40,A1_CH40,J7,11,InD4,,,0,1,J34,12,A1_CH37,A1_CH37,J3,11,InD18,
0,0,J30,13,A0_CH24,A0_CH24,J2,14,InA13,,,0,1,J32,13,A1_CH59,A1_CH59,J7,14,InD1,,,0,1,J34,13,A1_CH54,A1_CH54,J3,14,InD20,
0,0,J30,14,A0_CH26,A0_CH26,J2,13,InA12,,,0,1,J32,14,A1_CH49,A1_CH49,J7,13,InD5,,,0,1,J34,14,A1_CH44,A1_CH44,J3,13,InD27,
0,0,J30,15,A0_CH25,A0_CH25,J2,16,InA14,,,0,1,J32,15,A1_CH58,A1_CH58,J7,16,InD7,,,0,1,J34,15,A1_CH55,A1_CH55,J3,16,InD24,
0,0,J30,16,A0_CH27,A0_CH27,J2,15,InA16,,,0,1,J32,16,A1_CH48,A1_CH48,J7,15,InD3,,,0,1,J34,16,A1_CH61,A1_CH61,J3,15,InD23,
0,0,J30,17,A0_CH32,A0_CH32,J2,18,InB1,,,0,1,J32,17,A1_CH51,A1_CH51,J7,18,InD10,,,0,1,J34,17,A1_CH47,A1_CH47,J3,18,InD29,
0,0,J30,18,A0_CH34,A0_CH34,J2,17,InB3,,,0,1,J32,18,A1_CH41,A1_CH41,J7,17,InD6,,,0,1,J34,18,A1_CH52,A1_CH52,J3,17,InD30,
0,0,J30,19,A0_CH33,A0_CH33,J2,20,InB0,,,0,1,J32,19,A1_CH50,A1_CH50,J7,20,InD2,,,0,1,J34,19,A1_CH63,A1_CH63,J3,20,InD26,
0,0,J30,20,A0_CH35,A0_CH35,J2,19,InB2,,,0,1,J32,20,A1_CH56,A1_CH56,J7,19,InD11,,,0,1,J34,20,A1_CH53,A1_CH53,J3,19,InD25,
0,0,J30,21,A0_CH56,A0_CH56,J2,22,InB11,,,0,1,J32,21,A1_CH43,A1_CH43,J7,22,InD8,,,0,2,J34,21,A2_CH2,A2_CH2,J3,22,InE0,
0,0,J30,22,A0_CH42,A0_CH42,J2,21,InB4,,,0,1,J32,22,A1_CH33,A1_CH33,J7,21,InD13,,,0,1,J34,22,A1_CH60,A1_CH60,J3,21,InD31,
0,0,J30,23,A0_CH41,A0_CH41,J2,24,InB5,,,0,1,J32,23,A1_CH42,A1_CH42,J7,24,InD15,,,0,2,J34,23,A2_CH3,A2_CH3,J3,24,InE1,
0,0,J30,24,A0_CH43,A0_CH43,J2,23,InB7,,,0,1,J32,24,A1_CH32,A1_CH32,J7,23,InD9,,,0,1,J34,24,A1_CH45,A1_CH45,J3,23,InD28,
0,0,J30,25,A0_CH48,A0_CH48,J2,26,InB16,,,0,1,J32,25,A1_CH35,A1_CH35,J7,26,InD12,,,0,2,J34,25,A2_CH10,A2_CH10,J3,26,InE3,
0,0,J30,26,A0_CH50,A0_CH50,J2,25,InB8,,,0,1,J32,26,A1_CH25,A1_CH25,J7,25,InC10,,,0,2,J34,26,A2_CH9,A2_CH9,J3,25,InE4,
0,0,J30,27,A0_CH49,A0_CH49,J2,28,InB9,,,0,1,J32,27,A1_CH34,A1_CH34,J7,28,InD14,,,0,2,J34,27,A2_CH11,A2_CH11,J3,28,InE5,
0,0,J30,28,A0_CH51,A0_CH51,J2,27,InB6,,,0,1,J32,28,A1_CH24,A1_CH24,J7,27,InC13,,,0,2,J34,28,A2_CH1,A2_CH1,J3,27,InE2,
0,0,J30,29,A0_CH40,A0_CH40,J2,30,InB12,,,0,1,J32,29,A1_CH27,A1_CH27,J7,30,InC12,,,0,2,J34,29,A2_CH18,A2_CH18,J3,30,InE6,
0,0,J30,30,A0_CH58,A0_CH58,J2,29,InB10,,,0,1,J32,30,A1_CH0,A1_CH0,J7,29,InC17,,,0,2,J34,30,A2_CH8,A2_CH8,J3,29,InE7,
0,0,J30,31,A0_CH57,A0_CH57,J2,32,InB18,,,0,1,J32,31,A1_CH26,A1_CH26,J7,32,InC11,,,0,2,J34,31,A2_CH19,A2_CH19,J3,32,InE12,
0,0,J30,32,A0_CH59,A0_CH59,J2,31,InB13,,,0,1,J32,32,A1_CH16,A1_CH16,J7,31,InC14,,,0,2,J34,32,A2_CH17,A2_CH17,J3,31,InE9,
0,0,J30,33,A0_CH4,A0_CH4,J2,34,InA17,,,0,1,J32,33,A1_CH19,A1_CH19,J7,34,InC20,,,0,2,J34,33,A2_CH26,A2_CH26,J3,34,InE11,
0,0,J30,34,A0_CH6,A0_CH6,J2,33,InA19,,,0,1,J32,34,A1_CH17,A1_CH17,J7,33,InC18,,,0,2,J34,34,A2_CH16,A2_CH16,J3,33,InE10,
0,0,J30,35,A0_CH13,A0_CH13,J2,36,InA15,,,0,1,J32,35,A1_CH18,A1_CH18,J7,36,InC16,,,0,2,J34,35,A2_CH27,A2_CH27,J3,36,InE27,
