QUADRANT,TILE #,CHANNEL #,signal name,GLOBAL ID,ASIC #,PixelCentrePosX_mm,PixelCentrePosY_mm,GlobalID,TileCentrePosX_mm,TileCentrePosY_mm
2,9,48,A9_CH48,,1,-57.96,-23.31,1.00,-50.46,-12.61
2,8,35,A8_CH35,,3,-26.73,-13.92,131.00,-25.23,-12.61
2,7,42,A7_CH42,,4,-4.50,-17.31,98.00,0.00,-12.61
2,9,50,A9_CH50,,1,-57.96,-17.31,81.00,-50.46,-12.61
2,8,25,A8_CH25,,2,-23.73,-19.92,52.00,-25.23,-12.61
2,7,41,A7_CH41,,4,-4.50,-19.92,58.00,0.00,-12.61
2,9,49,A9_CH49,,1,-57.96,-19.92,41.00,-50.46,-12.61
2,8,34,A8_CH34,,3,-26.73,-17.31,91.00,-25.23,-12.61
2,7,43,A7_CH43,,4,-4.50,-13.92,138.00,0.00,-12.61
2,9,51,A9_CH51,,1,-57.96,-13.92,121.00,-50.46,-12.61
2,8,24,A8_CH24,,2,-23.73,-23.31,12.00,-25.23,-12.61
2,7,33,A7_CH33,,4,-1.50,-19.92,59.00,0.00,-12.61
2,9,40,A9_CH40,,1,-54.96,-23.31,2.00,-50.46,-12.61
2,8,27,A8_CH27,,2,-23.73,-13.92,132.00,-25.23,-12.61
2,7,50,A7_CH50,,4,-7.50,-17.31,97.00,0.00,-12.61
2,9,58,A9_CH58,,1,-60.96,-17.31,80.00,-50.46,-12.61
2,8,0,A8_CH0,,2,-14.73,-23.31,15.00,-25.23,-12.61
2,7,40,A7_CH40,,4,-4.50,-23.31,18.00,0.00,-12.61
2,9,57,A9_CH57,,1,-60.96,-19.92,40.00,-50.46,-12.61
2,8,26,A8_CH26,,2,-23.73,-17.31,92.00,-25.23,-12.61
2,7,51,A7_CH51,,4,-7.50,-13.92,137.00,0.00,-12.61
2,9,59,A9_CH59,,1,-60.96,-13.92,120.00,-50.46,-12.61
2,8,16,A8_CH16,,2,-20.73,-23.31,13.00,-25.23,-12.61
2,7,49,A7_CH49,,4,-7.50,-19.92,57.00,0.00,-12.61
2,9,4,A9_CH4,,0,-39.96,-11.31,167.00,-50.46,-12.61
2,8,19,A8_CH19,,2,-20.73,-13.92,133.00,-25.23,-12.61
2,7,58,A7_CH58,,4,-10.50,-17.31,96.00,0.00,-12.61
2,9,6,A9_CH6,,0,-39.96,-5.31,247.00,-50.46,-12.61
2,8,17,A8_CH17,,2,-20.73,-19.92,53.00,-25.23,-12.61
2,7,48,A7_CH48,,4,-7.50,-23.31,17.00,0.00,-12.61
2,9,13,A9_CH13,,0,-42.96,-7.92,206.00,-50.46,-12.61
2,8,18,A8_CH18,,2,-20.73,-17.31,93.00,-25.23,-12.61
2,7,59,A7_CH59,,4,-10.50,-13.92,136.00,0.00,-12.61
2,9,7,A9_CH7,,0,-39.96,-1.92,287.00,-50.46,-12.61
2,8,8,A8_CH8,,2,-17.73,-23.31,14.00,-25.23,-12.61
2,7,32,A7_CH32,,4,-1.50,-23.31,19.00,0.00,-12.61
2,9,12,A9_CH12,,0,-42.96,-11.31,166.00,-50.46,-12.61
2,8,11,A8_CH11,,2,-17.73,-13.92,134.00,-25.23,-12.61
2,7,38,A7_CH38,,4,-1.50,-5.31,259.00,0.00,-12.61
2,9,14,A9_CH14,,0,-42.96,-5.31,246.00,-50.46,-12.61
2,8,1,A8_CH1,,2,-14.73,-19.92,55.00,-25.23,-12.61
2,7,56,A7_CH56,,4,-10.50,-23.31,16.00,0.00,-12.61
2,9,5,A9_CH5,,0,-39.96,-7.92,207.00,-50.46,-12.61
2,8,10,A8_CH10,,2,-17.73,-17.31,94.00,-25.23,-12.61
2,7,39,A7_CH39,,4,-1.50,-1.92,299.00,0.00,-12.61
2,9,23,A9_CH23,,0,-45.96,-1.92,285.00,-50.46,-12.61
2,8,9,A8_CH9,,2,-17.73,-19.92,54.00,-25.23,-12.61
2,7,57,A7_CH57,,4,-10.50,-19.92,56.00,0.00,-12.61
2,9,20,A9_CH20,,0,-45.96,-11.31,165.00,-50.46,-12.61
2,8,3,A8_CH3,,2,-14.73,-13.92,135.00,-25.23,-12.61
2,7,46,A7_CH46,,4,-4.50,-5.31,258.00,0.00,-12.61
2,9,22,A9_CH22,,0,-45.96,-5.31,245.00,-50.46,-12.61
2,9,61,A9_CH61,,1,-60.96,-7.92,200.00,-50.46,-12.61
2,7,36,A7_CH36,,4,-1.50,-11.31,179.00,0.00,-12.61
2,9,21,A9_CH21,,0,-45.96,-7.92,205.00,-50.46,-12.61
2,8,2,A8_CH2,,2,-14.73,-17.31,95.00,-25.23,-12.61
2,7,55,A7_CH55,,4,-7.50,-1.92,297.00,0.00,-12.61
2,9,15,A9_CH15,,0,-42.96,-1.92,286.00,-50.46,-12.61
2,9,46,A9_CH46,,1,-54.96,-5.31,242.00,-50.46,-12.61
2,7,45,A7_CH45,,4,-4.50,-7.92,218.00,0.00,-12.61
2,9,28,A9_CH28,,0,-48.96,-11.31,164.00,-50.46,-12.61
2,9,62,A9_CH62,,1,-60.96,-5.31,240.00,-50.46,-12.61
2,7,54,A7_CH54,,4,-7.50,-5.31,257.00,0.00,-12.61
2,9,30,A9_CH30,,0,-48.96,-5.31,244.00,-50.46,-12.61
2,9,52,A9_CH52,,1,-57.96,-11.31,161.00,-50.46,-12.61
2,7,44,A7_CH44,,4,-4.50,-11.31,178.00,0.00,-12.61
2,9,29,A9_CH29,,0,-48.96,-7.92,204.00,-50.46,-12.61
2,9,54,A9_CH54,,1,-57.96,-5.31,241.00,-50.46,-12.61
2,7,47,A7_CH47,,4,-4.50,-1.92,298.00,0.00,-12.61
2,9,31,A9_CH31,,0,-48.96,-1.92,284.00,-50.46,-12.61
2,9,53,A9_CH53,,1,-57.96,-7.92,201.00,-50.46,-12.61
2,7,37,A7_CH37,,4,-1.50,-7.92,219.00,0.00,-12.61
2,9,36,A9_CH36,,1,-51.96,-11.31,163.00,-50.46,-12.61
2,9,55,A9_CH55,,1,-57.96,-1.92,281.00,-50.46,-12.61
2,7,62,A7_CH62,,4,-10.50,-5.31,256.00,0.00,-12.61
2,9,38,A9_CH38,,1,-51.96,-5.31,243.00,-50.46,-12.61
2,9,60,A9_CH60,,1,-60.96,-11.31,160.00,-50.46,-12.61
2,7,52,A7_CH52,,4,-7.50,-11.31,177.00,0.00,-12.61
2,9,37,A9_CH37,,1,-51.96,-7.92,203.00,-50.46,-12.61
2,9,47,A9_CH47,,1,-54.96,-1.92,282.00,-50.46,-12.61
2,7,63,A7_CH63,,4,-10.50,-1.92,296.00,0.00,-12.61
2,9,39,A9_CH39,,1,-51.96,-1.92,283.00,-50.46,-12.61
2,9,45,A9_CH45,,1,-54.96,-7.92,202.00,-50.46,-12.61
2,7,53,A7_CH53,,4,-7.50,-7.92,217.00,0.00,-12.61
2,9,44,A9_CH44,,1,-54.96,-11.31,162.00,-50.46,-12.61
2,9,63,A9_CH63,,1,-60.96,-1.92,280.00,-50.46,-12.61
2,7,61,A7_CH61,,4,-10.50,-7.92,216.00,0.00,-12.61
2,7,60,A7_CH60,,4,-10.50,-11.31,176.00,0.00,-12.61
3,5,9,A5_CH9,,0,57.96,-19.92,78.00,50.46,-12.61
3,6,15,A6_CH15,,2,32.73,-1.92,310.00,25.23,-12.61
3,6,30,A6_CH30,,2,26.73,-5.31,268.00,25.23,-12.61
3,5,2,A5_CH2,,0,60.96,-17.31,119.00,50.46,-12.61
3,6,5,A6_CH5,,2,35.73,-7.92,231.00,25.23,-12.61
3,6,20,A6_CH20,,2,29.73,-11.31,189.00,25.23,-12.61
3,5,1,A5_CH1,,0,60.96,-19.92,79.00,50.46,-12.61
3,6,22,A6_CH22,,2,29.73,-5.31,269.00,25.23,-12.61
3,6,31,A6_CH31,,2,26.73,-1.92,308.00,25.23,-12.61
3,5,3,A5_CH3,,0,60.96,-13.92,159.00,50.46,-12.61
3,6,12,A6_CH12,,2,32.73,-11.31,190.00,25.23,-12.61
3,6,21,A6_CH21,,2,29.73,-7.92,229.00,25.23,-12.61
3,5,8,A5_CH8,,0,57.96,-23.31,38.00,50.46,-12.61
3,6,23,A6_CH23,,2,29.73,-1.92,309.00,25.23,-12.61
3,6,38,A6_CH38,,3,23.73,-5.31,267.00,25.23,-12.61
3,5,10,A5_CH10,,0,57.96,-17.31,118.00,50.46,-12.61
3,6,13,A6_CH13,,2,32.73,-7.92,230.00,25.23,-12.61
3,6,28,A6_CH28,,2,26.73,-11.31,188.00,25.23,-12.61
3,5,17,A5_CH17,,0,54.96,-19.92,77.00,50.46,-12.61
3,6,14,A6_CH14,,2,32.73,-5.31,270.00,25.23,-12.61
3,6,39,A6_CH39,,3,23.73,-1.92,307.00,25.23,-12.61
3,5,11,A5_CH11,,0,57.96,-13.92,158.00,50.46,-12.61
3,6,4,A6_CH4,,2,35.73,-11.31,191.00,25.23,-12.61
3,6,29,A6_CH29,,2,26.73,-7.92,228.00,25.23,-12.61
3,5,16,A5_CH16,,0,54.96,-23.31,37.00,50.46,-12.61
3,6,7,A6_CH7,,2,35.73,-1.92,311.00,25.23,-12.61
3,6,46,A6_CH46,,3,20.73,-5.31,266.00,25.23,-12.61
3,5,18,A5_CH18,,0,54.96,-17.31,117.00,50.46,-12.61
3,6,57,A6_CH57,,3,14.73,-19.92,64.00,25.23,-12.61
3,6,36,A6_CH36,,3,23.73,-11.31,187.00,25.23,-12.61
3,5,0,A5_CH0,,0,60.96,-23.31,39.00,50.46,-12.61
3,6,6,A6_CH6,,2,35.73,-5.31,271.00,25.23,-12.61
3,6,62,A6_CH62,,3,14.73,-5.31,264.00,25.23,-12.61
3,5,19,A5_CH19,,0,54.96,-13.92,157.00,50.46,-12.61
3,6,40,A6_CH40,,3,20.73,-23.31,26.00,25.23,-12.61
3,6,37,A6_CH37,,3,23.73,-7.92,227.00,25.23,-12.61
3,5,24,A5_CH24,,0,51.96,-23.31,36.00,50.46,-12.61
3,6,59,A6_CH59,,3,14.73,-13.92,144.00,25.23,-12.61
3,6,54,A6_CH54,,3,17.73,-5.31,265.00,25.23,-12.61
3,5,26,A5_CH26,,0,51.96,-17.31,116.00,50.46,-12.61
3,6,49,A6_CH49,,3,17.73,-19.92,65.00,25.23,-12.61
3,6,44,A6_CH44,,3,20.73,-11.31,186.00,25.23,-12.61
3,5,25,A5_CH25,,0,51.96,-19.92,76.00,50.46,-12.61
3,6,58,A6_CH58,,3,14.73,-17.31,104.00,25.23,-12.61
3,6,55,A6_CH55,,3,17.73,-1.92,305.00,25.23,-12.61
3,5,27,A5_CH27,,0,51.96,-13.92,156.00,50.46,-12.61
3,6,48,A6_CH48,,3,17.73,-23.31,25.00,25.23,-12.61
3,6,61,A6_CH61,,3,14.73,-7.92,224.00,25.23,-12.61
3,5,32,A5_CH32,,1,48.96,-23.31,35.00,50.46,-12.61
3,6,51,A6_CH51,,3,17.73,-13.92,145.00,25.23,-12.61
3,6,47,A6_CH47,,3,20.73,-1.92,306.00,25.23,-12.61
3,5,34,A5_CH34,,1,48.96,-17.31,115.00,50.46,-12.61
3,6,41,A6_CH41,,3,20.73,-19.92,66.00,25.23,-12.61
3,6,52,A6_CH52,,3,17.73,-11.31,185.00,25.23,-12.61
3,5,33,A5_CH33,,1,48.96,-19.92,75.00,50.46,-12.61
3,6,50,A6_CH50,,3,17.73,-17.31,105.00,25.23,-12.61
3,6,63,A6_CH63,,3,14.73,-1.92,304.00,25.23,-12.61
3,5,35,A5_CH35,,1,48.96,-13.92,155.00,50.46,-12.61
3,6,56,A6_CH56,,3,14.73,-23.31,24.00,25.23,-12.61
3,6,53,A6_CH53,,3,17.73,-7.92,225.00,25.23,-12.61
3,5,56,A5_CH56,,1,39.96,-23.31,32.00,50.46,-12.61
3,6,43,A6_CH43,,3,20.73,-13.92,146.00,25.23,-12.61
3,7,2,A7_CH2,,4,10.50,-17.31,103.00,0.00,-12.61
3,5,42,A5_CH42,,1,45.96,-17.31,114.00,50.46,-12.61
3,6,33,A6_CH33,,3,23.73,-19.92,67.00,25.23,-12.61
3,6,60,A6_CH60,,3,14.73,-11.31,184.00,25.23,-12.61
3,5,41,A5_CH41,,1,45.96,-19.92,74.00,50.46,-12.61
3,6,42,A6_CH42,,3,20.73,-17.31,106.00,25.23,-12.61
3,7,3,A7_CH3,,4,10.50,-13.92,143.00,0.00,-12.61
3,5,43,A5_CH43,,1,45.96,-13.92,154.00,50.46,-12.61
3,6,32,A6_CH32,,3,23.73,-23.31,27.00,25.23,-12.61
3,6,45,A6_CH45,,3,20.73,-7.92,226.00,25.23,-12.61
3,5,48,A5_CH48,,1,42.96,-23.31,33.00,50.46,-12.61
3,6,35,A6_CH35,,3,23.73,-13.92,147.00,25.23,-12.61
3,7,10,A7_CH10,,4,7.50,-17.31,102.00,0.00,-12.61
3,5,50,A5_CH50,,1,42.96,-17.31,113.00,50.46,-12.61
3,6,25,A6_CH25,,2,26.73,-19.92,68.00,25.23,-12.61
3,7,9,A7_CH9,,4,7.50,-19.92,62.00,0.00,-12.61
3,5,49,A5_CH49,,1,42.96,-19.92,73.00,50.46,-12.61
3,6,34,A6_CH34,,3,23.73,-17.31,107.00,25.23,-12.61
3,7,11,A7_CH11,,4,7.50,-13.92,142.00,0.00,-12.61
3,5,51,A5_CH51,,1,42.96,-13.92,153.00,50.46,-12.61
3,6,24,A6_CH24,,2,26.73,-23.31,28.00,25.23,-12.61
3,7,1,A7_CH1,,4,10.50,-19.92,63.00,0.00,-12.61
3,5,40,A5_CH40,,1,45.96,-23.31,34.00,50.46,-12.61
3,6,27,A6_CH27,,2,26.73,-13.92,148.00,25.23,-12.61
3,7,18,A7_CH18,,4,4.50,-17.31,101.00,0.00,-12.61
3,5,58,A5_CH58,,1,39.96,-17.31,112.00,50.46,-12.61
3,6,0,A6_CH0,,2,35.73,-23.31,31.00,25.23,-12.61
3,7,8,A7_CH8,,4,7.50,-23.31,22.00,0.00,-12.61
3,5,57,A5_CH57,,1,39.96,-19.92,72.00,50.46,-12.61
3,6,26,A6_CH26,,2,26.73,-17.31,108.00,25.23,-12.61
3,7,19,A7_CH19,,4,4.50,-13.92,141.00,0.00,-12.61
3,5,59,A5_CH59,,1,39.96,-13.92,152.00,50.46,-12.61
3,6,16,A6_CH16,,2,29.73,-23.31,29.00,25.23,-12.61
3,7,17,A7_CH17,,4,4.50,-19.92,61.00,0.00,-12.61
3,5,4,A5_CH4,,0,60.96,-11.31,199.00,50.46,-12.61
3,6,19,A6_CH19,,2,29.73,-13.92,149.00,25.23,-12.61
3,7,26,A7_CH26,,4,1.50,-17.31,100.00,0.00,-12.61
3,5,6,A5_CH6,,0,60.96,-5.31,279.00,50.46,-12.61
3,6,17,A6_CH17,,2,29.73,-19.92,69.00,25.23,-12.61
3,7,16,A7_CH16,,4,4.50,-23.31,21.00,0.00,-12.61
3,5,13,A5_CH13,,0,57.96,-7.92,238.00,50.46,-12.61
3,6,18,A6_CH18,,2,29.73,-17.31,109.00,25.23,-12.61
3,7,27,A7_CH27,,4,1.50,-13.92,140.00,0.00,-12.61
3,5,7,A5_CH7,,0,60.96,-1.92,319.00,50.46,-12.61
3,6,8,A6_CH8,,2,32.73,-23.31,30.00,25.23,-12.61
3,7,0,A7_CH0,,4,10.50,-23.31,23.00,0.00,-12.61
3,5,12,A5_CH12,,0,57.96,-11.31,198.00,50.46,-12.61
3,6,11,A6_CH11,,2,32.73,-13.92,150.00,25.23,-12.61
3,7,6,A7_CH6,,4,10.50,-5.31,263.00,0.00,-12.61
3,5,14,A5_CH14,,0,57.96,-5.31,278.00,50.46,-12.61
3,6,1,A6_CH1,,2,35.73,-19.92,71.00,25.23,-12.61
3,7,24,A7_CH24,,4,1.50,-23.31,20.00,0.00,-12.61
3,5,5,A5_CH5,,0,60.96,-7.92,239.00,50.46,-12.61
3,6,10,A6_CH10,,2,32.73,-17.31,110.00,25.23,-12.61
3,7,7,A7_CH7,,4,10.50,-1.92,303.00,0.00,-12.61
3,5,23,A5_CH23,,0,54.96,-1.92,317.00,50.46,-12.61
3,6,9,A6_CH9,,2,32.73,-19.92,70.00,25.23,-12.61
3,7,25,A7_CH25,,4,1.50,-19.92,60.00,0.00,-12.61
3,5,20,A5_CH20,,0,54.96,-11.31,197.00,50.46,-12.61
3,6,3,A6_CH3,,2,35.73,-13.92,151.00,25.23,-12.61
3,7,14,A7_CH14,,4,7.50,-5.31,262.00,0.00,-12.61
3,5,22,A5_CH22,,0,54.96,-5.31,277.00,50.46,-12.61
3,5,61,A5_CH61,,1,39.96,-7.92,232.00,50.46,-12.61
3,7,4,A7_CH4,,4,10.50,-11.31,183.00,0.00,-12.61
3,5,21,A5_CH21,,0,54.96,-7.92,237.00,50.46,-12.61
3,6,2,A6_CH2,,2,35.73,-17.31,111.00,25.23,-12.61
3,7,23,A7_CH23,,4,4.50,-1.92,301.00,0.00,-12.61
3,5,15,A5_CH15,,0,57.96,-1.92,318.00,50.46,-12.61
3,5,46,A5_CH46,,1,45.96,-5.31,274.00,50.46,-12.61
3,7,13,A7_CH13,,4,7.50,-7.92,222.00,0.00,-12.61
3,5,28,A5_CH28,,0,51.96,-11.31,196.00,50.46,-12.61
3,5,62,A5_CH62,,1,39.96,-5.31,272.00,50.46,-12.61
3,7,22,A7_CH22,,4,4.50,-5.31,261.00,0.00,-12.61
3,5,30,A5_CH30,,0,51.96,-5.31,276.00,50.46,-12.61
3,5,52,A5_CH52,,1,42.96,-11.31,193.00,50.46,-12.61
3,7,12,A7_CH12,,4,7.50,-11.31,182.00,0.00,-12.61
3,5,29,A5_CH29,,0,51.96,-7.92,236.00,50.46,-12.61
3,5,54,A5_CH54,,1,42.96,-5.31,273.00,50.46,-12.61
3,7,15,A7_CH15,,4,7.50,-1.92,302.00,0.00,-12.61
3,5,31,A5_CH31,,0,51.96,-1.92,316.00,50.46,-12.61
3,5,53,A5_CH53,,1,42.96,-7.92,233.00,50.46,-12.61
3,7,5,A7_CH5,,4,10.50,-7.92,223.00,0.00,-12.61
3,5,36,A5_CH36,,1,48.96,-11.31,195.00,50.46,-12.61
3,5,55,A5_CH55,,1,42.96,-1.92,313.00,50.46,-12.61
3,7,30,A7_CH30,,4,1.50,-5.31,260.00,0.00,-12.61
3,5,38,A5_CH38,,1,48.96,-5.31,275.00,50.46,-12.61
3,5,60,A5_CH60,,1,39.96,-11.31,192.00,50.46,-12.61
3,7,20,A7_CH20,,4,4.50,-11.31,181.00,0.00,-12.61
3,5,37,A5_CH37,,1,48.96,-7.92,235.00,50.46,-12.61
3,5,47,A5_CH47,,1,45.96,-1.92,314.00,50.46,-12.61
3,7,31,A7_CH31,,4,1.50,-1.92,300.00,0.00,-12.61
3,5,39,A5_CH39,,1,48.96,-1.92,315.00,50.46,-12.61
3,5,45,A5_CH45,,1,45.96,-7.92,234.00,50.46,-12.61
3,7,21,A7_CH21,,4,4.50,-7.92,221.00,0.00,-12.61
3,5,44,A5_CH44,,1,45.96,-11.31,194.00,50.46,-12.61
3,5,63,A5_CH63,,1,39.96,-1.92,312.00,50.46,-12.61
3,7,29,A7_CH29,,4,1.50,-7.92,220.00,0.00,-12.61
3,7,28,A7_CH28,,4,1.50,-11.31,180.00,0.00,-12.61
